temperature,humidity,rainfall,transit_time,storage_duration,food_type,spoilage_risk
24.07,31.53,184.45,2.89,71.54,Spinach,Low
35.64,34.31,286.22,37.4,71.7,Maize,Moderate
11.2,42.13,150.93,8.05,6.26,Apple,Low
23.51,52.63,89.3,34.85,30.85,Frozen peas,Low
24.3,83.25,250.38,43.31,54.27,Watermelon,Moderate
26.26,65.74,281.6,19.3,56.35,Apple,Low
20.0,97.03,176.59,1.58,31.92,Potato,Low
35.43,89.54,216.08,44.88,71.27,Okra,High
25.16,70.21,69.44,11.57,26.73,Wheat,Low
40.42,42.55,207.84,7.0,12.07,Wheat,Low
44.87,73.98,30.16,47.51,51.66,Orange,Moderate
25.75,98.24,223.82,40.7,43.34,Onion,Moderate
39.86,42.16,254.1,28.47,43.77,Mango,Moderate
17.76,73.51,179.06,38.16,43.91,Okra,Moderate
30.44,79.77,159.11,20.81,21.49,Mango,Moderate
17.2,84.36,48.49,31.31,50.33,Ready meals,Moderate
13.72,46.98,175.8,42.72,3.71,Rice,Low
26.93,55.32,260.96,13.13,30.78,Egg,Low
10.6,45.59,101.94,10.47,5.12,Guava,Low
18.15,33.65,277.63,25.72,22.41,Potato,Low
32.03,89.0,242.68,10.57,45.39,Spinach,Moderate
18.83,63.58,167.46,8.99,61.62,Ice cream,Moderate
10.51,72.94,54.15,37.74,23.76,Meat products,Low
11.44,34.17,146.9,6.87,65.23,Carrot,Low
26.53,71.41,276.94,14.5,69.82,Banana,Low
33.66,78.05,83.15,45.85,2.6,Butter,Moderate
15.15,41.13,264.05,41.7,61.98,Potato,Moderate
42.31,87.32,121.23,29.95,43.67,Paneer,High
32.84,76.93,127.96,36.53,57.75,Barley,High
38.48,70.9,215.79,31.22,7.57,Chicken,Moderate
38.13,86.74,158.19,28.32,3.86,Orange,Moderate
44.55,71.77,145.93,21.15,71.2,Ice cream,Moderate
36.21,44.42,235.38,45.13,28.26,Frozen peas,Moderate
20.53,85.77,94.02,24.82,62.41,Grapes,Moderate
43.98,66.1,265.82,12.01,13.45,Ready meals,Low
31.57,67.68,133.42,2.43,49.15,Banana,Moderate
29.83,69.96,204.22,19.03,10.68,Rice,Low
26.69,83.89,264.58,9.21,14.75,Cabbage,Low
11.5,31.24,201.6,13.85,37.09,Frozen peas,Low
24.99,48.97,225.19,10.24,33.55,Pineapple,Low
30.63,60.78,264.32,20.62,42.73,Fish,Moderate
27.52,38.68,227.21,43.97,63.22,Rice,Moderate
38.68,65.52,4.43,28.31,7.17,Brinjal,Moderate
33.15,88.74,136.65,30.92,37.64,Fish,High
14.65,55.08,116.38,45.38,28.33,Okra,Low
20.69,58.17,150.86,42.23,34.72,Rice,Low
39.92,65.39,257.88,31.77,16.31,Carrot,Moderate
14.41,90.69,47.34,26.2,17.22,Meat products,Moderate
11.05,95.71,114.68,46.49,1.09,Tomato,Moderate
33.04,44.12,133.62,16.59,22.82,Chicken,Moderate
20.14,52.53,79.26,5.49,69.98,Grapes,Low
42.3,58.73,105.54,43.79,50.26,Frozen corn,Moderate
40.07,63.37,135.34,3.37,68.89,Mango,Moderate
42.88,49.7,60.83,26.67,19.75,Spinach,Moderate
21.35,75.93,146.5,36.7,36.72,Potato,Moderate
29.82,49.81,196.07,19.76,41.26,Egg,Low
32.69,59.84,282.18,17.88,25.31,Cabbage,Low
17.58,96.55,265.33,13.44,68.54,Maize,Moderate
41.03,44.23,39.1,10.32,71.49,Brinjal,Moderate
15.61,58.15,19.05,36.25,39.03,Cauliflower,Moderate
36.58,40.38,103.91,26.91,4.19,Watermelon,Moderate
30.39,69.27,126.7,34.36,66.77,Onion,Moderate
20.46,87.74,276.48,33.88,30.64,Watermelon,Moderate
32.37,37.4,119.43,19.22,5.98,Onion,Low
39.99,98.17,30.0,36.89,16.43,Ready meals,Moderate
38.15,79.75,186.06,4.98,37.5,Cauliflower,Moderate
16.92,37.29,280.08,31.41,30.03,Pineapple,Low
21.63,67.67,99.71,25.43,10.66,Okra,Low
26.0,49.76,158.2,47.65,30.05,Cheese,Low
25.7,85.38,123.24,14.97,12.92,Spinach,Low
11.14,85.1,39.1,30.43,45.25,Barley,Moderate
37.8,37.11,85.38,7.34,51.2,Egg,Moderate
10.97,92.84,18.12,41.57,16.19,Rice,Moderate
28.18,94.77,251.32,47.98,21.0,Barley,Moderate
17.85,74.03,1.42,43.13,62.03,Ice cream,Moderate
26.64,62.71,159.14,16.63,52.2,Cheese,Low
25.58,72.71,72.79,47.15,8.29,Lentil,Low
18.49,75.15,19.36,46.59,4.68,Watermelon,Moderate
15.66,42.95,46.54,22.51,51.92,Ice cream,Moderate
31.17,47.22,143.06,18.29,3.22,Potato,Low
11.8,68.44,183.41,39.07,44.76,Tomato,Moderate
12.23,73.66,53.26,2.93,9.52,Chickpea,Low
38.05,38.95,288.99,27.38,69.89,Wheat,Moderate
21.79,97.69,15.62,41.18,28.05,Pineapple,Moderate
27.19,95.92,278.91,2.07,64.32,Rice,Moderate
22.66,36.32,71.08,7.18,69.87,Chicken,Moderate
12.51,71.54,3.98,4.5,12.16,Orange,Low
16.36,57.41,127.2,5.97,27.36,Rice,Low
10.96,78.19,2.48,41.39,48.17,Egg,Moderate
34.58,81.72,123.57,45.35,24.74,Papaya,Moderate
16.8,55.2,102.15,14.99,67.92,Orange,Low
36.31,40.87,121.27,37.67,54.57,Ready meals,Moderate
30.64,87.35,27.77,3.05,30.11,Fish,Moderate
33.3,59.37,63.49,1.71,64.21,Banana,Moderate
18.77,56.51,219.5,14.77,47.01,Maize,Low
21.69,33.81,60.4,24.08,42.36,Onion,Moderate
32.48,60.49,170.72,27.49,70.21,Egg,Moderate
30.37,71.76,98.87,4.49,63.73,Milk,Moderate
28.7,82.05,267.63,44.53,7.18,Watermelon,Moderate
44.42,73.68,166.67,47.07,56.15,Meat products,Moderate
19.52,64.37,205.48,28.84,49.35,Butter,Moderate
22.97,34.28,213.24,47.36,45.05,Lentil,Moderate
33.59,78.92,81.0,40.97,35.38,Milk,High
39.27,79.11,29.02,47.05,12.89,Papaya,Moderate
15.49,50.0,38.22,42.12,40.22,Cheese,Moderate
11.85,70.66,221.51,9.97,13.27,Frozen corn,Low
39.06,79.99,273.68,2.14,71.65,Meat products,Moderate
18.22,59.51,110.44,22.32,65.73,Grapes,Low
20.4,88.51,238.56,27.66,43.96,Barley,Moderate
26.68,72.75,156.15,7.27,4.13,Milk,Low
15.12,51.21,291.12,45.01,1.33,Onion,Low
25.73,93.05,43.82,5.12,58.82,Chickpea,Moderate
43.67,41.8,118.84,8.14,2.11,Maize,Low
30.24,69.66,245.46,4.37,12.04,Banana,Low
30.72,87.46,23.17,40.57,71.72,Orange,High
36.76,49.64,273.57,25.52,60.52,Chickpea,Moderate
30.41,45.78,143.58,43.81,45.84,Grapes,Moderate
25.9,85.89,118.65,26.2,13.9,Butter,Moderate
19.75,92.34,14.92,17.44,49.52,Chicken,Moderate
32.14,33.26,187.45,16.61,11.01,Frozen peas,Low
34.73,77.61,127.2,7.97,40.13,Lentil,Moderate
29.22,81.0,144.79,25.49,41.26,Grapes,Moderate
41.08,81.45,125.95,35.48,57.22,Butter,High
33.87,51.89,30.0,33.92,51.95,Apple,Moderate
42.67,63.98,155.13,18.67,15.25,Rice,Low
19.82,71.91,128.92,47.64,19.23,Egg,Low
40.22,72.06,146.9,7.58,48.78,Barley,Moderate
10.98,58.55,93.52,44.39,41.3,Orange,Moderate
12.39,52.7,26.82,30.16,49.25,Frozen corn,Moderate
35.12,38.08,15.63,32.48,57.17,Papaya,Moderate
11.57,30.78,242.86,13.47,49.99,Ready meals,Low
38.7,50.12,194.64,26.5,57.16,Green gram,Moderate
13.94,58.21,2.53,47.76,31.58,Onion,Low
20.21,32.72,278.85,4.1,62.29,Ready meals,Low
25.0,84.48,218.01,42.36,43.37,Meat products,Moderate
19.32,43.01,257.48,1.37,2.13,Chickpea,Low
35.33,78.08,3.32,10.86,57.56,Ready meals,Moderate
42.08,44.51,53.36,38.97,53.08,Banana,Moderate
42.11,48.16,273.66,3.65,23.73,Onion,Low
43.96,99.01,247.31,11.05,9.6,Papaya,Moderate
42.33,85.21,259.59,43.93,23.9,Mango,Moderate
21.81,47.97,180.95,28.32,24.61,Lentil,Low
19.4,94.06,243.77,31.83,9.42,Watermelon,Moderate
16.37,44.66,177.78,17.64,14.32,Tomato,Low
32.0,83.84,174.4,20.13,68.96,Wheat,Moderate
13.96,60.88,280.15,25.74,63.74,Wheat,Moderate
16.63,44.87,139.65,6.68,65.3,Spinach,Low
17.23,38.27,65.69,1.55,6.64,Frozen corn,Low
35.57,77.13,103.8,15.25,64.36,Milk,High
15.1,54.75,170.01,5.61,66.16,Cabbage,Low
33.66,81.43,174.75,5.54,49.28,Butter,Moderate
16.76,63.15,181.7,35.9,31.38,Chickpea,Low
44.08,41.99,227.34,24.26,24.33,Cheese,Moderate
16.08,81.13,224.89,12.9,50.07,Guava,Moderate
43.57,72.68,296.47,12.92,52.03,Papaya,Moderate
23.32,82.23,179.16,47.81,23.35,Papaya,Moderate
25.25,99.7,244.74,35.48,25.16,Rice,Moderate
40.74,81.91,271.61,36.57,4.01,Papaya,Moderate
23.6,48.14,283.99,14.89,38.23,Ice cream,Moderate
28.63,44.79,286.68,39.54,7.04,Brinjal,Low
25.9,34.42,72.97,20.1,18.93,Chickpea,Low
29.64,67.45,88.38,26.87,70.55,Chicken,Moderate
44.95,45.59,25.48,39.83,10.42,Wheat,Moderate
42.63,31.93,137.64,41.17,3.29,Egg,Moderate
16.26,57.37,12.22,8.88,29.72,Cabbage,Low
32.77,66.37,18.13,25.34,57.45,Spinach,Moderate
14.73,94.77,100.27,29.14,19.43,Rice,Moderate
14.1,92.18,235.73,9.46,7.07,Ice cream,Moderate
15.67,68.69,242.22,19.79,59.43,Mango,Low
33.64,71.2,215.0,27.57,16.42,Chickpea,Moderate
34.76,82.74,199.79,36.77,34.49,Meat products,Moderate
14.07,65.87,231.4,18.19,4.98,Potato,Low
21.06,76.08,153.82,29.42,10.88,Maize,Moderate
19.84,86.6,71.85,24.56,67.63,Watermelon,Moderate
23.85,87.87,111.75,35.24,53.86,Carrot,Moderate
17.24,58.11,9.39,19.23,57.45,Orange,Low
30.38,43.43,70.63,43.93,16.73,Watermelon,Moderate
44.72,46.2,147.9,17.15,61.1,Apple,Moderate
18.48,46.41,110.18,28.41,64.4,Watermelon,Moderate
40.56,51.18,180.91,15.14,6.54,Milk,Moderate
24.48,35.59,74.54,29.14,32.36,Fish,Moderate
27.42,38.78,139.43,31.24,7.89,Watermelon,Low
44.42,86.59,26.56,24.45,46.21,Carrot,High
22.64,56.94,37.81,40.04,35.35,Tomato,Low
20.59,58.28,15.55,36.86,24.29,Meat products,Low
37.52,94.57,245.41,32.95,2.58,Lentil,Moderate
24.6,30.43,256.26,38.73,56.18,Maize,Moderate
10.32,88.69,24.87,41.37,62.87,Maize,Moderate
26.82,66.36,130.17,20.24,45.62,Papaya,Low
31.69,50.7,72.74,42.71,32.28,Paneer,Moderate
14.57,86.89,16.78,42.53,43.99,Maize,Moderate
39.23,80.15,232.69,24.39,32.32,Watermelon,Moderate
12.04,64.49,179.61,13.43,42.18,Chickpea,Low
19.37,69.05,129.52,44.35,37.75,Meat products,Moderate
40.19,80.8,207.59,21.86,54.73,Frozen corn,Moderate
39.01,90.5,99.37,32.2,29.95,Barley,Moderate
40.16,63.78,219.04,35.1,12.03,Barley,Moderate
20.8,95.05,175.78,41.69,24.13,Paneer,Moderate
36.97,33.59,109.52,21.44,64.11,Ice cream,Moderate
26.4,40.1,203.26,30.25,46.85,Mango,Moderate
38.95,37.63,171.02,33.41,22.02,Cauliflower,Moderate
11.13,36.82,183.75,40.79,69.4,Meat products,Moderate
14.41,96.97,263.23,43.17,27.0,Maize,Moderate
26.78,74.28,224.23,15.93,67.06,Pineapple,Low
31.36,38.25,136.41,35.29,42.86,Mango,Moderate
30.19,57.75,66.82,8.28,53.33,Egg,Moderate
41.41,61.79,165.92,43.04,63.28,Meat products,Moderate
44.38,57.1,229.22,11.72,52.86,Onion,Moderate
19.22,67.12,51.13,11.47,46.22,Cheese,Low
20.34,64.66,125.37,21.95,67.44,Cheese,Low
17.3,68.82,129.3,10.09,53.31,Okra,Low
15.56,57.61,42.08,27.2,44.35,Cabbage,Moderate
41.63,34.88,92.69,28.22,68.53,Rice,Moderate
43.59,92.15,179.3,1.23,63.85,Meat products,Moderate
32.1,51.75,236.43,29.53,3.71,Ready meals,Moderate
15.66,88.2,253.79,46.14,28.62,Chicken,Moderate
19.61,97.12,79.08,31.82,51.09,Chickpea,Moderate
26.37,98.17,227.57,18.07,50.75,Papaya,Moderate
39.21,88.14,142.02,47.51,7.08,Cabbage,Moderate
20.16,57.21,292.35,44.44,7.04,Cabbage,Low
25.42,49.97,53.42,33.86,48.72,Tomato,Moderate
15.39,48.59,149.67,40.17,46.06,Lentil,Moderate
17.54,65.21,7.02,29.4,68.67,Potato,Moderate
24.47,70.7,144.06,37.33,52.8,Brinjal,Moderate
24.68,98.41,46.91,3.52,4.17,Rice,Low
15.91,52.68,121.21,10.23,60.84,Frozen peas,Low
41.4,60.01,44.07,6.39,5.51,Spinach,Low
13.81,48.63,185.91,45.33,23.9,Spinach,Low
35.15,79.69,220.59,44.5,5.58,Onion,Moderate
15.51,97.72,83.87,31.09,37.7,Frozen peas,Moderate
43.4,37.99,158.03,35.29,62.99,Cauliflower,Moderate
30.16,79.59,62.4,28.85,6.94,Potato,Moderate
17.75,98.91,139.79,11.03,31.69,Banana,Low
38.46,59.1,288.11,46.94,65.04,Cheese,Moderate
14.17,69.61,52.35,14.57,66.62,Grapes,Low
26.05,73.58,117.74,25.39,70.23,Orange,Moderate
35.73,69.25,182.54,10.1,37.47,Cabbage,Moderate
40.47,99.73,159.05,42.85,56.38,Frozen peas,High
42.29,92.1,236.74,39.85,24.39,Cabbage,Moderate
40.56,62.45,158.06,10.49,14.84,Okra,Low
33.8,34.21,293.59,41.79,4.23,Frozen corn,Moderate
34.25,39.13,241.71,6.04,16.39,Frozen corn,Low
30.83,95.21,237.49,37.93,5.29,Onion,Moderate
13.62,70.98,270.66,11.61,3.39,Papaya,Low
28.87,46.5,246.26,33.59,17.79,Butter,Low
37.43,54.91,207.92,9.9,62.71,Apple,Moderate
37.73,40.45,94.57,25.07,31.53,Onion,Moderate
30.96,34.04,242.38,38.05,6.07,Paneer,Moderate
24.82,39.2,156.1,8.54,68.49,Lentil,Low
18.89,91.51,247.7,30.2,21.27,Orange,Moderate
26.98,64.19,123.42,6.0,58.63,Spinach,Low
13.63,86.32,164.14,26.21,24.12,Frozen corn,Moderate
35.75,63.64,44.42,22.32,52.77,Wheat,Moderate
27.47,54.57,68.21,40.51,20.78,Orange,Low
27.39,32.78,120.4,43.46,48.97,Mango,Moderate
22.46,78.9,144.02,46.85,67.52,Butter,Moderate
44.57,43.31,200.89,8.93,2.99,Milk,Moderate
39.21,81.9,139.55,5.4,70.78,Tomato,Moderate
24.15,31.42,268.84,10.86,41.6,Banana,Low
33.65,99.11,118.83,12.36,71.79,Potato,Moderate
21.23,60.96,111.81,18.14,55.28,Ice cream,Moderate
21.44,66.92,102.16,21.62,62.25,Ready meals,Low
33.43,82.31,234.32,23.29,67.54,Watermelon,Moderate
22.8,58.33,171.99,4.32,12.97,Frozen peas,Low
41.97,83.29,295.1,25.9,8.31,Maize,Moderate
15.62,83.52,176.88,15.16,1.25,Onion,Low
20.99,79.57,258.1,30.08,45.85,Chickpea,Moderate
30.53,77.46,197.46,19.06,56.06,Rice,Moderate
17.98,73.27,72.84,12.65,62.24,Cabbage,Low
31.12,43.75,79.52,40.04,50.38,Spinach,Moderate
25.56,34.77,241.57,46.31,49.58,Ready meals,Moderate
11.86,85.3,251.61,17.16,29.48,Barley,Low
32.42,97.18,22.36,4.83,62.04,Guava,Moderate
20.59,49.97,39.42,25.63,47.19,Okra,Moderate
34.88,89.77,4.04,14.17,46.0,Guava,Moderate
10.74,46.93,111.65,24.09,26.05,Mango,Low
15.95,69.93,248.37,46.96,30.97,Carrot,Low
23.41,62.26,226.55,38.98,58.1,Maize,Moderate
20.68,73.32,72.69,17.35,64.88,Ready meals,Low
42.82,95.98,272.17,47.65,25.93,Onion,Moderate
40.67,40.75,224.28,44.76,9.65,Apple,Moderate
30.26,44.26,74.2,1.0,33.31,Orange,Low
13.98,92.72,6.51,19.83,70.45,Apple,Moderate
42.02,73.17,285.74,41.3,70.19,Fish,High
24.75,99.22,231.11,46.73,16.51,Guava,Moderate
21.23,78.72,63.16,24.34,47.84,Onion,Moderate
12.76,74.15,228.82,9.7,27.88,Ready meals,Low
25.88,47.27,161.54,14.05,14.61,Onion,Low
34.44,76.38,218.36,38.73,19.84,Wheat,Moderate
36.47,71.67,65.41,3.43,30.28,Rice,Low
29.41,76.73,131.89,22.01,59.17,Carrot,Moderate
27.6,45.98,30.53,4.66,30.7,Mango,Low
12.8,78.18,155.21,46.03,70.84,Chicken,High
11.46,88.41,267.86,41.58,60.03,Mango,Moderate
12.23,45.93,98.79,11.39,56.69,Barley,Low
17.2,96.38,16.56,47.3,52.0,Banana,Moderate
34.0,88.71,187.08,4.27,60.88,Tomato,Moderate
39.17,82.04,55.7,29.89,55.19,Grapes,High
44.87,70.08,85.63,46.0,14.99,Onion,Moderate
29.05,92.63,111.14,46.36,45.19,Green gram,Moderate
30.39,63.61,270.51,26.85,9.13,Onion,Moderate
38.6,52.63,250.98,3.63,59.98,Carrot,Moderate
29.74,49.7,269.43,2.82,30.18,Meat products,Low
43.25,67.32,18.57,37.15,5.02,Frozen peas,Moderate
44.08,80.38,132.51,46.86,62.49,Banana,High
29.43,88.7,143.68,37.94,42.16,Rice,Moderate
13.73,71.02,99.74,16.6,53.41,Watermelon,Low
29.87,38.91,290.85,44.89,47.35,Frozen peas,Moderate
39.83,32.47,66.18,26.7,9.3,Cauliflower,Moderate
26.2,41.76,189.57,10.4,47.2,Tomato,Low
41.91,76.07,68.93,28.0,62.1,Pineapple,High
19.48,76.2,269.85,23.7,36.93,Chickpea,Moderate
25.95,37.97,71.24,39.39,30.99,Pineapple,Low
31.8,88.72,71.95,7.9,20.07,Tomato,Moderate
32.56,78.42,289.73,26.36,29.42,Chickpea,Moderate
21.88,70.87,255.07,12.86,19.24,Fish,Low
27.5,90.76,101.82,22.81,15.16,Guava,Low
19.97,82.87,270.49,10.05,6.78,Watermelon,Low
12.08,75.34,286.56,38.53,60.03,Mango,Moderate
38.15,43.32,71.49,47.1,41.83,Meat products,Moderate
30.52,41.35,199.52,3.8,60.42,Carrot,Moderate
23.88,96.4,158.41,12.13,68.24,Banana,Moderate
44.64,83.92,262.88,16.48,59.06,Wheat,Moderate
42.37,63.75,298.98,9.39,21.42,Wheat,Low
40.94,35.43,24.22,18.86,29.67,Papaya,Low
33.14,95.75,79.91,4.5,25.86,Brinjal,Moderate
21.42,66.49,259.66,30.8,28.25,Rice,Low
29.99,49.98,153.67,6.81,3.14,Cauliflower,Low
29.59,49.06,261.54,38.18,43.17,Cauliflower,Moderate
27.38,72.79,290.94,39.67,3.69,Guava,Low
20.63,38.95,239.52,11.91,12.83,Apple,Low
15.22,69.97,10.78,27.86,47.48,Grapes,Moderate
17.65,91.38,24.55,25.3,40.95,Cabbage,Moderate
42.93,42.16,1.29,38.92,61.51,Frozen corn,Moderate
15.99,58.79,169.64,23.99,2.75,Potato,Low
38.81,50.06,98.56,27.37,48.96,Grapes,Moderate
17.84,64.88,190.55,3.18,4.9,Egg,Low
42.03,66.16,193.68,45.99,11.17,Ice cream,Moderate
23.42,93.67,297.93,34.44,30.2,Cauliflower,Moderate
17.15,71.81,289.14,9.91,70.32,Rice,Low
24.85,40.23,165.43,45.01,20.11,Rice,Low
12.61,48.42,289.11,3.61,24.49,Guava,Low
23.86,82.62,66.57,20.08,8.85,Papaya,Low
26.22,58.51,59.22,47.6,54.65,Fish,Moderate
28.32,59.4,266.31,6.31,57.51,Maize,Low
33.95,76.97,203.34,16.96,11.45,Carrot,Moderate
41.04,86.33,86.56,30.77,27.41,Maize,Moderate
30.85,40.16,132.8,5.95,1.94,Paneer,Moderate
21.84,67.59,197.88,18.15,55.81,Barley,Low
17.47,88.53,123.99,18.46,29.65,Okra,Low
23.69,45.32,68.63,18.69,4.75,Potato,Low
37.54,47.48,86.05,28.8,2.34,Grapes,Moderate
14.61,93.95,296.15,9.84,40.14,Fish,Moderate
12.8,58.09,199.74,2.97,63.19,Guava,Low
20.16,57.07,217.29,34.93,29.72,Green gram,Low
29.04,58.24,240.66,7.77,67.83,Potato,Low
21.32,88.83,28.1,7.93,54.72,Apple,Moderate
44.05,45.63,81.59,17.24,18.71,Onion,Low
19.32,63.37,38.08,32.12,61.61,Milk,Moderate
11.48,45.42,246.86,30.64,15.32,Milk,Moderate
28.32,64.29,15.39,17.41,7.3,Barley,Low
32.09,98.36,80.78,11.37,19.81,Butter,Moderate
10.49,92.2,27.66,27.34,1.11,Banana,Moderate
36.55,61.96,16.66,19.19,27.33,Orange,Low
29.95,60.85,57.14,35.12,7.7,Tomato,Low
31.48,86.41,200.85,14.77,53.42,Milk,High
34.91,86.59,153.91,42.58,2.72,Lentil,Moderate
29.49,37.85,184.35,15.91,14.14,Orange,Low
19.27,88.53,51.32,40.51,36.78,Pineapple,Moderate
40.78,85.87,5.66,3.42,63.45,Orange,Moderate
40.42,69.81,257.65,3.21,47.9,Guava,Moderate
34.81,62.6,214.3,22.44,10.38,Okra,Low
22.67,85.75,25.86,31.95,35.47,Potato,Moderate
27.76,39.33,229.6,47.92,21.61,Green gram,Low
17.46,69.6,98.03,45.18,69.45,Tomato,Moderate
35.49,95.91,155.18,20.46,7.94,Ready meals,Moderate
43.04,79.49,70.77,34.78,29.57,Guava,Moderate
44.68,30.04,53.31,15.24,8.4,Tomato,Low
18.54,57.32,144.12,17.75,31.46,Green gram,Low
32.23,62.38,38.36,15.96,32.85,Chicken,Moderate
30.82,85.5,196.55,39.93,60.6,Carrot,High
13.97,34.72,271.64,16.83,37.55,Carrot,Low
44.38,76.6,24.95,23.13,64.35,Barley,Moderate
43.25,46.65,272.31,2.12,24.39,Egg,Low
18.16,74.98,56.09,38.05,37.3,Ready meals,Moderate
33.92,55.11,292.97,30.68,61.12,Fish,High
35.99,40.48,12.65,2.27,40.87,Cauliflower,Moderate
24.09,32.7,221.67,9.53,35.59,Banana,Low
33.51,32.95,225.54,18.07,21.21,Brinjal,Low
11.17,38.04,273.29,15.81,35.84,Cauliflower,Low
36.11,85.19,139.59,40.16,55.1,Papaya,High
37.63,91.73,166.43,14.7,8.64,Butter,Moderate
40.69,49.55,276.14,19.03,28.18,Carrot,Low
42.62,45.39,255.45,20.45,28.48,Cabbage,Low
35.57,92.19,273.92,37.26,5.85,Green gram,Moderate
23.92,65.99,149.44,32.75,64.29,Rice,Moderate
42.03,41.05,229.32,25.53,33.67,Paneer,Moderate
43.51,64.09,229.38,1.66,54.7,Spinach,Moderate
29.08,38.24,10.47,26.58,6.72,Fish,Moderate
25.06,88.55,211.12,4.86,27.91,Grapes,Low
25.33,94.13,105.64,41.65,67.82,Chicken,High
39.86,89.42,106.03,35.34,19.94,Fish,High
27.85,50.3,19.03,8.85,54.11,Rice,Low
13.79,87.49,13.83,34.8,10.82,Chickpea,Moderate
36.03,67.16,288.92,26.28,6.74,Meat products,Moderate
41.51,65.08,258.97,25.35,15.53,Potato,Moderate
39.46,55.02,77.81,46.37,62.52,Maize,Moderate
18.3,90.17,267.72,15.1,10.32,Frozen corn,Low
11.22,41.47,159.59,30.56,59.13,Wheat,Moderate
38.67,77.44,148.06,23.71,13.19,Frozen corn,Moderate
28.63,91.35,282.88,21.83,34.52,Watermelon,Low
17.64,36.98,86.65,43.6,70.85,Guava,Moderate
21.14,80.56,181.56,5.29,46.0,Wheat,Moderate
11.84,48.71,151.53,30.91,61.65,Frozen corn,Moderate
14.56,97.68,222.72,38.41,51.44,Ice cream,High
26.98,67.23,80.7,11.98,65.6,Cheese,Low
17.26,69.52,257.64,46.68,56.06,Butter,Moderate
15.92,34.28,129.61,37.68,6.27,Onion,Low
41.6,36.56,226.85,3.75,37.19,Frozen corn,Moderate
16.71,42.01,97.99,32.34,37.71,Grapes,Moderate
29.76,91.61,116.69,19.16,38.38,Okra,Moderate
38.99,66.83,168.01,44.22,58.84,Brinjal,Moderate
24.37,35.64,260.45,1.73,6.49,Frozen corn,Low
37.03,65.59,140.42,19.23,10.04,Frozen corn,Low
33.49,68.1,254.07,21.05,17.77,Cauliflower,Low
19.08,70.22,199.14,38.84,5.21,Carrot,Low
35.06,77.33,146.53,42.31,71.71,Paneer,High
10.21,60.41,295.62,43.32,57.33,Barley,Moderate
31.02,84.22,183.01,10.12,43.92,Banana,Moderate
14.91,89.5,191.88,40.59,30.29,Grapes,Moderate
11.42,34.63,172.75,2.76,21.26,Onion,Low
14.4,68.7,136.92,12.11,43.03,Chicken,Moderate
37.69,49.97,230.37,13.31,32.19,Pineapple,Low
37.07,74.79,69.18,45.55,61.7,Watermelon,Moderate
33.58,65.85,32.13,26.08,19.77,Meat products,Moderate
10.57,59.86,213.71,21.38,46.7,Orange,Low
38.28,45.76,134.34,8.73,26.57,Pineapple,Low
21.96,94.02,23.04,6.44,39.66,Butter,Moderate
36.06,92.7,283.59,47.72,4.99,Ice cream,High
44.83,35.74,256.17,13.43,1.74,Guava,Low
35.35,86.27,190.5,28.98,56.36,Pineapple,High
24.4,98.96,47.44,7.74,14.56,Chickpea,Low
34.7,67.97,97.44,25.43,8.41,Maize,Moderate
30.43,60.55,121.23,35.29,64.73,Barley,Moderate
31.71,72.42,112.02,21.43,17.1,Mango,Low
33.59,34.92,107.18,23.43,46.05,Grapes,Moderate
25.19,73.69,219.41,21.83,25.0,Spinach,Low
29.79,42.57,170.19,6.9,67.41,Cabbage,Low
25.06,58.06,17.24,35.09,59.72,Fish,Moderate
40.14,76.83,22.94,43.57,65.88,Guava,High
38.23,83.82,238.86,4.49,42.23,Butter,Moderate
40.46,83.96,15.22,4.83,30.29,Barley,Moderate
20.15,60.65,297.9,40.39,19.61,Guava,Low
41.21,88.47,61.6,36.96,13.91,Orange,Moderate
41.03,68.5,21.23,29.73,63.19,Spinach,Moderate
38.19,95.44,265.19,25.43,19.94,Frozen corn,Moderate
31.78,47.19,275.85,31.07,43.19,Fish,High
20.16,99.75,58.25,35.53,6.83,Butter,Moderate
26.82,75.97,12.45,3.59,21.61,Lentil,Low
43.62,55.39,27.23,43.71,1.8,Frozen corn,Moderate
42.94,89.77,290.65,41.8,66.65,Ice cream,High
42.07,65.85,204.95,11.95,3.6,Spinach,Low
38.47,69.12,147.1,9.87,24.05,Ready meals,Low
14.37,62.34,200.79,31.32,13.1,Mango,Low
26.27,39.34,13.0,38.93,40.68,Potato,Moderate
28.28,57.45,89.58,3.39,6.25,Fish,Low
24.05,46.57,170.16,22.27,33.12,Rice,Low
18.08,37.67,52.66,24.88,46.36,Fish,Moderate
30.66,87.62,17.24,19.02,31.88,Cauliflower,Moderate
25.6,45.23,101.04,44.5,25.74,Potato,Low
21.71,57.97,232.28,3.75,21.18,Potato,Low
41.85,58.67,101.67,39.72,64.88,Cauliflower,Moderate
13.7,63.63,286.89,13.99,38.67,Maize,Low
43.14,85.84,269.36,11.5,38.76,Watermelon,Moderate
15.59,60.43,231.84,17.3,39.61,Grapes,Low
14.33,86.48,72.21,46.15,23.91,Frozen corn,Moderate
18.85,44.88,91.81,1.83,59.25,Barley,Low
20.99,71.94,99.11,5.08,37.86,Pineapple,Low
28.12,69.78,257.36,8.62,67.18,Guava,Low
15.97,49.74,50.82,6.83,4.08,Rice,Low
16.04,73.86,20.26,4.44,22.68,Onion,Low
